ticker,action,entry_date,exit_date,entry,exit,shares,pnl_pct,half_sold,days
ETN,STOP,2023-09-12,2023-09-13,228.22375731627284,214.85,87.6332956532828,-5.859932144460956,False,1
TTD,STOP,2023-09-12,2023-09-18,85.58000183105469,80.39,233.69945749104363,-6.064503061475013,False,6
WDAY,STOP,2023-09-12,2023-09-21,250.3000030517578,233.59,79.90411408770274,-6.67598995126758,False,9
ADBE,STOP,2023-09-12,2023-09-21,555.6300048828125,519.47998046875,35.923185977347906,-6.506132515591356,False,9
BX,STOP,2023-09-19,2023-09-26,103.74332492974608,96.19,184.71753078033584,-7.280781616418331,False,7
DELL,STOP,2023-09-26,2023-09-27,66.52139050412126,64.52,275.6480668689588,-3.0086420156795524,False,1
VST,STOP,2023-09-26,2023-10-02,32.79604059170808,31.34,559.1069033660182,-4.439684075998529,False,6
DELL,STOP,2023-10-03,2023-10-05,65.51117727633357,62.58,265.2694504712991,-4.474316289523439,False,2
LII,STOP,2023-09-12,2023-10-19,379.3685075368787,348.04,52.71918886956051,-8.258067529190793,False,37
ARES,STOP,2023-10-10,2023-10-23,100.84500774406553,92.91,164.44614605492598,-7.868518156301585,False,13
FICO,STOP,2023-10-24,2023-10-25,927.1900024414062,845.1199951171875,18.89192170349675,-8.851476731642727,False,1
META,STOP,2023-10-03,2023-10-26,301.61135737230416,292.4319477072552,59.42387343889403,-3.043456236204678,False,23
EQT,STOP,2023-10-24,2023-10-26,40.79035635854921,38.825125140511574,394.1327044695955,-4.817881954163772,False,2
ERIE,STOP,2023-09-26,2023-10-27,280.4046295581391,268.44,65.39297417018662,-4.266915841223073,False,31
VST,STOP,2023-10-31,2024-06-06,31.985651651406638,84.53020098189863,524.3440451103145,164.27537541878166,False,219
VRT,STOP,2023-10-31,2024-06-06,37.89253968387856,87.17847827428119,417.4691932904174,130.0676571208327,False,219
QCOM,STOP,2024-06-11,2024-06-26,197.43690404524963,188.45,154.7150664112357,-4.551785335526725,False,15
CEG,STOP,2024-06-11,2024-07-17,208.34040717047648,196.16,146.6180475321556,-5.846396930821851,False,36
PLTR,STOP,2024-07-23,2024-07-24,28.34000015258789,26.77,1073.7691248104243,-5.539873479656721,False,1
ORCL,STOP,2024-07-02,2024-07-30,139.16938099530515,133.55,218.68357400978985,-4.037799805615794,False,28
NRG,STOP,2023-10-31,2024-08-02,40.0415237936399,67.77535442685667,418.85234085551735,69.26267535708006,False,276
TPL,STOP,2024-07-30,2024-08-02,269.3236634613334,256.29,110.48440683390082,-4.839405232286476,False,3
KKR,STOP,2024-07-30,2024-08-02,118.06672803436616,110.53,252.02752459776246,-6.383447868710668,False,3
CVNA,STOP,2024-08-06,2024-09-10,27.601999282836914,25.575999450683597,1045.058821694062,-7.340047405236683,False,35
VTR,STOP,2024-09-17,2024-12-09,61.405687919030505,57.93,485.83778135437655,-5.660205164729271,False,83
