ticker,action,entry_date,exit_date,entry,exit,shares,pnl_pct,half_sold,days
PWR,STOP,2020-09-01,2020-09-21,50.628171628906244,48.14,658.3949659027704,-4.914599024321897,False,20
FDX,STOP,2020-09-01,2021-01-08,158.9625996520375,177.19891049059407,209.48323739604353,11.472076374238394,False,129
ALGN,STOP,2021-01-12,2021-01-25,552.3400268554688,510.24,67.1430789200499,-7.622121303637675,False,13
FCX,STOP,2020-09-01,2021-01-27,14.58049222939516,24.153997223845266,2286.1596720398306,65.6596831151512,False,148
TER,STOP,2021-01-26,2021-01-27,137.7232365563389,127.12,248.4941030765376,-7.698945233545529,False,1
AMAT,STOP,2021-02-02,2021-05-12,98.2776287659744,111.66728727963158,420.8012222511523,13.62431988010373,False,99
UPS,STOP,2021-05-18,2021-06-09,169.6085567233359,163.38496254727806,271.5438094912471,-3.669386908474037,False,22
GEN,STOP,2021-06-15,2021-06-17,25.561202696391515,24.53,1895.6941096512203,-4.034249517285382,False,2
GM,STOP,2021-02-02,2021-08-17,50.12896507769866,49.30466711697501,824.9790563313499,-1.6443546349820037,False,196
WST,STOP,2021-08-24,2021-10-01,441.5914378862572,411.88,92.01122189931493,-6.728264032580755,False,38
VRT,STOP,2020-09-22,2021-10-06,16.98964291046701,22.89055754107951,1863.6434125536161,34.73242293383962,False,379
NVDA,STOP,2021-06-22,2021-12-14,18.407830114038756,27.61177134537967,2565.4639011433155,50.00014219123803,False,175
EXR,STOP,2021-12-21,2022-01-14,179.98713078528834,167.45,286.3828570056426,-6.965570666407395,False,24
PANW,STOP,2021-10-12,2022-01-24,83.83333587646484,76.8,508.38460915750346,-8.389664806884255,False,104
KEY,STOP,2021-10-05,2022-04-01,17.73084770713719,17.184240339186044,2135.166813582337,-3.08280448278353,False,178
VLO,STOP,2022-04-05,2022-06-16,88.67603064325775,103.8975170015108,496.07764279615355,17.16527707412712,False,72
EOG,STOP,2022-01-25,2022-06-17,83.61160443438037,98.23956727153676,590.8139222939693,17.495134719770423,False,143
COP,STOP,2022-01-25,2022-06-17,70.22569870266345,84.91862999564313,703.4305229816752,20.922442303051692,False,143
IBM,STOP,2022-06-28,2022-07-19,122.51742679626098,112.79628923163541,460.37054095924356,-7.934493744135862,False,21
OXY,STOP,2022-07-26,2022-07-27,61.7673452752729,58.15,839.8280824749222,-5.856403993326587,False,1
TPL,STOP,2022-08-02,2022-08-04,192.98320074601105,179.65,252.79738251960833,-6.908995547005736,False,2
EQT,STOP,2022-08-09,2022-09-23,40.03471377579626,39.21043701871103,1133.215280989006,-2.0589050834767364,False,45
FSLR,STOP,2022-09-27,2022-10-13,131.47000122070312,121.20999908447266,337.63569699395373,-7.804063315559462,False,16
