ticker,action,entry_date,exit_date,entry,exit,shares,pnl_pct,half_sold,days
GNRC,STOP,2020-09-01,2020-09-03,189.7100067138672,178.59,105.21321645465414,-5.861581529876325,False,2
UPS,STOP,2020-09-01,2020-09-04,125.9216574100456,120.06,158.8289132414522,-4.655003381156231,False,3
PWR,STOP,2020-09-01,2020-09-21,50.628171628906244,48.14,395.0369795416622,-4.914599024321897,False,20
DELL,MA50,2020-09-15,2020-10-27,31.078449019222877,29.835308599283984,569.2808650531273,-4.000007912782189,False,42
MRVL,STOP,2020-09-15,2020-10-29,38.81699099734681,35.21,518.5277743915817,-9.29229933766208,False,44
VRT,MA50,2020-09-22,2020-11-03,16.98964291046701,17.526787809640215,1118.2533718917778,3.161602053697554,False,42
MPWR,STOP,2020-11-03,2020-11-16,306.9008064619706,289.21,67.6152045602271,-5.764340167728676,False,13
GNRC,MA50,2020-11-03,2020-12-04,215.99000549316406,208.0,61.490946809792725,-3.699247784600357,False,31
FDX,MA50,2020-09-01,2020-12-21,158.9625996520375,197.30116551427787,125.81575819582194,24.117978660491126,False,111
FCX,MA50,2020-09-01,2021-01-28,14.58049222939516,24.46809386536617,1371.695803223898,67.81390834005592,False,149
FLEX,MA50,2020-11-03,2021-01-28,10.565184593200684,15.003767967224121,1964.1077375949872,42.011413382023875,False,86
TPR,MA50,2020-12-08,2021-01-28,25.41295239926608,27.00563041113118,502.6551968352942,6.2671900015485615,False,51
ALGN,MA50,2020-12-22,2021-01-28,531.989990234375,509.3599853515625,43.34618387583722,-4.253840353808647,False,37
PWR,MA50,2020-11-17,2021-02-01,67.98076702855428,70.90152758249184,287.41327809719115,4.296451307633431,False,76
COHR,STOP,2021-02-02,2021-02-23,89.81999969482422,83.52,268.84250928974126,-7.014027740179618,False,21
CRWD,STOP,2021-03-02,2021-03-03,56.625,54.17,396.12273630153067,-4.335540838852092,False,1
PTC,MA50,2021-02-02,2021-03-05,138.0,127.23999786376953,174.98140653884303,-7.797102997268457,False,31
GE,STOP,2021-03-09,2021-03-11,68.56288322288883,61.706610937436785,278.07500949579423,-9.999976610031425,False,2
OXY,STOP,2021-03-16,2021-03-18,26.70832746659575,25.38,641.7831329350921,-4.973458065680447,False,2
FCX,MA50,2021-03-09,2021-03-24,31.019551968024413,30.48986705519622,793.4220235590265,-1.707584021117392,False,15
GM,MA50,2021-02-02,2021-04-21,50.12896507769866,52.98526387511464,481.706216454547,5.697900989954197,False,78
